wwtp_id,county_fips,county,state,population_served,sample_location,normalization_method,per_capita_flow_rate,start_date,end_date,days,loss,sm,lt,rd,k,half_life
854,35028,Los Alamos,New Mexico,5852,Treatment plant,flow-population,1270.8905206790232,2022-06-14,2022-12-15,184,0.1323469132184982,17271323813384.271,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1386,35028,Los Alamos,New Mexico,13000,Treatment plant,flow-population,3.0176690340605448,2022-07-20,2022-12-14,147,0.0957293733954429,9250960729.701271,14,0.372,0.4652151125139385,1.4896334649473293
1306,36059,Nassau,New York,524955,Treatment plant,flow-population,1206.2991854605216,2022-06-30,2022-12-08,161,100289040.0,5.065903572471848e+17,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1021,36059,Nassau,New York,20616,Treatment plant,flow-population,1358.8791478662547,2022-04-19,2022-12-08,233,0.0338160209357738,1800740579376.0488,13,0.321,0.3871341514234409,1.790077154009614
719,36059,Nassau,New York,24041,Treatment plant,flow-population,893.5277109503463,2022-02-09,2022-12-05,299,0.0959942266345024,8495910331837.121,0,0.5000000000000002,0.6931471805599457,0.999787663336051
836,36059,Nassau,New York,611349,Treatment plant,flow-population,314.9797494038588,2022-03-09,2022-12-07,273,1453362944.0,4.64620798112004e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
537,37167,Stanly,North Carolina,20000,Treatment plant,flow-population,600.7051921977522,2022-06-19,2022-12-13,177,0.0406791307032108,839712140858.6335,14,0.365,0.4541302800894454,1.5259938180372092
539,37181,Vance,North Carolina,15000,Treatment plant,flow-population,978.171411183661,2022-05-01,2022-12-04,217,0.020910121500492,683497047341.4703,10,0.38,0.478035800943,1.4496822175932211
1463,38035,Grand Forks,North Dakota,67000,Treatment plant,flow-population,371.1456592532154,2022-08-22,2022-12-12,112,0.0586173310875892,823487481742.114,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1471,38089,Stark,North Dakota,25679,Treatment plant,flow-population,612.4027000609043,2022-08-23,2022-12-08,107,0.0932767689228057,734057672386.762,0,0.382,0.4812668215244465,1.4399496682627606
36,39153,Summit,Ohio,377378,Treatment plant,flow-population,53.42440185032175,2022-07-10,2022-12-13,156,98568080.0,4.779472601397069e+16,14,0.5000000000000002,0.6931471805599457,0.999787663336051
831,40009,Beckham,Oklahoma,11500,Treatment plant,flow-population,568.121021453324,2022-06-01,2022-12-13,195,0.0560800246894359,497169575274.52747,11,0.346,0.4246479275249384,1.631940144013306
1264,40019,Carter,Oklahoma,25000,Treatment plant,flow-population,1111.342003338189,2022-06-19,2022-12-07,171,0.0230147633701562,486081170345.7402,14,0.376,0.4716049106127096,1.4694503479610797
769,40031,Comanche,Oklahoma,93000,Treatment plant,flow-population,770.3812948660375,2022-07-11,2022-12-11,153,88984.1796875,2980555826650453.0,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1454,42017,Bucks,Pennsylvania,55000,Treatment plant,flow-population,613.1793067027251,2022-08-15,2022-12-14,121,0.0856325179338455,1954683963158.842,14,0.4140000000000001,0.5344354894051246,1.2966953238292092
1369,42129,Westmoreland,Pennsylvania,25000,Treatment plant,flow-population,696.7616512059,2022-07-17,2022-12-05,141,0.0579839013516902,3059260511202.886,0,0.383,0.4828862550767492,1.435120574906104
1376,42129,Westmoreland,Pennsylvania,4600,Treatment plant,flow-population,398.5762922041155,2022-07-11,2022-12-07,149,0.051902662962675,6066101526418.623,10,0.3,0.3566749439387324,1.94294556367559
1473,42129,Westmoreland,Pennsylvania,32000,Treatment plant,flow-population,267.00497483109655,2022-08-23,2022-12-08,107,0.0559470579028129,1165214098163.2307,1,0.382,0.4812668215244465,1.4399496682627606
835,44001,Bristol,Rhode Island,11000,Treatment plant,flow-population,660.9466832176107,2022-06-07,2022-12-15,191,0.0808990076184272,4651464314209.187,14,0.5000000000000002,0.6931471805599457,0.999787663336051
677,44001,Bristol,Rhode Island,21100,Treatment plant,flow-population,813.1721577770464,2022-05-16,2022-12-14,212,0.0514126792550087,1128493559783.4607,14,0.302,0.3595361762197646,1.927483368395194
1134,44003,Kent,Rhode Island,60224,Treatment plant,flow-population,363.4693391415855,2022-05-15,2022-12-11,210,0.0445346646010875,930843694218.2563,14,0.335,0.4079682383262829,1.6986616478848429
565,44003,Kent,Rhode Island,6000,Treatment plant,flow-population,345.26914489473586,2022-06-20,2022-12-14,177,0.0384637713432312,74380740268865.83,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1224,44003,Kent,Rhode Island,33000,Treatment plant,flow-population,608.9857387320194,2022-06-13,2022-12-14,184,0.0348069332540035,3729616333712.437,14,0.4000000000000001,0.5108256237659909,1.3566273259570532
76,44007,Providence,Rhode Island,10000,Treatment plant,flow-population,730.3823732257616,2022-06-08,2022-12-14,189,0.4164797663688659,6499090791792.051,14,0.3,0.3566749439387324,1.94294556367559
464,44007,Providence,Rhode Island,240000,Treatment plant,flow-population,1057.5745255718184,2022-05-11,2022-12-14,217,5508313.0,9.184472593811693e+16,14,0.5000000000000002,0.6931471805599457,0.999787663336051
548,44007,Providence,Rhode Island,120000,Treatment plant,flow-population,1035.1974106414275,2022-05-10,2022-12-13,217,0.1277783364057541,2831267134273.2886,14,0.347,0.4261781497057059,1.6260805498323785
1265,45043,Georgetown,South Carolina,12000,Treatment plant,flow-population,1572.1618562759668,2022-06-27,2022-12-12,168,0.6453145146369934,12795860171278.8,14,0.3,0.3566749439387324,1.94294556367559
600,45047,Greenwood,South Carolina,48000,Treatment plant,flow-population,488.1252103748763,2022-05-03,2022-12-14,225,0.2844365537166595,26941688103411.312,14,0.5000000000000002,0.6931471805599457,0.999787663336051
599,45047,Greenwood,South Carolina,12000,Treatment plant,flow-population,489.0943412908728,2022-05-03,2022-12-13,224,0.4272255003452301,7215922462961.369,0,0.3,0.3566749439387324,1.94294556367559
1541,45051,Horry,South Carolina,30000,Treatment plant,flow-population,461.6171682187952,2022-09-25,2022-12-13,79,0.6936006546020508,8187191446962.0,14,0.3,0.3566749439387324,1.94294556367559
672,46103,Pennington,South Dakota,80000,Treatment plant,flow-population,629.6571746930888,2022-06-12,2022-12-06,177,15202.841796875,429914444572724.1,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1165,46135,Yankton,South Dakota,15500,Treatment plant,flow-population,736.9722766415894,2022-06-01,2022-12-13,195,0.1074607893824577,1179660185587.36,10,0.379,0.4764241970486583,1.4545860690808328
1283,47037,Davidson,Tennessee,600000,Treatment plant,flow-population,541.6240481801599,2022-06-27,2022-12-14,170,0.5742840766906738,280865264074500.0,0,0.3,0.3566749439387324,1.94294556367559
1539,47163,Sullivan,Tennessee,50000,Treatment plant,flow-population,620.7694383894528,2022-09-25,2022-12-13,79,0.5159820914268494,31460062983555.0,14,0.3,0.3566749439387324,1.94294556367559
1445,47165,Sumner,Tennessee,45000,Treatment plant,flow-population,987.21388144875,2022-07-31,2022-12-13,135,0.3251414000988006,53723372229441.0,14,0.3,0.3566749439387324,1.94294556367559
805,48113,Dallas,Texas,900000,Treatment plant,flow-population,529.6670057411961,2022-06-05,2022-12-13,191,47824620.0,4.714471944454017e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1210,48113,Dallas,Texas,900000,Treatment plant,flow-population,1856.8447347766144,2022-06-05,2022-12-13,191,47770612.0,1.0991766018099872e+18,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1673,48113,Dallas,Texas,200000,Treatment plant,microbial,6.209689897526626e-10,2022-03-07,2022-12-14,282,0.0449247434735298,3.619867512357168,14,0.3940000000000001,0.5008752929128228,1.3835779280904086
1683,48113,Dallas,Texas,186000,Treatment plant,microbial,0.0,2022-02-27,2022-12-13,289,0.0310254860669374,0.7984234341612785,14,0.386,0.4877603508349948,1.4207796898900378
566,48141,El Paso,Texas,143000,Treatment plant,flow-population,724.6393233251158,2022-06-29,2022-11-30,154,0.119235374033451,38347030903950.93,14,0.3,0.3566749439387324,1.94294556367559
